id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
CMD001633,C05892,P00726,Feb 18 2025,3,2080.24,OK,Tnja,CARD,L26,2025-12-08
CMD001634,C01983,P00530,08/05/2026,4,1022.64,KO,tanger,CASH,L47,2026-02-01
CMD001635,C02697,P00808,31/03/2026,5,2798.38,OK,Tnja,CARD,,2025-10-23
CMD001636,C01137,P00232,Aug 26 2024,5,321.5,KO,CAS,CASH,L25,2025-11-15
CMD001637,C05960,P00421,Nov 14 2024,3,999.8,OK,Tnja,CARD,L9,2025-08-25
CMD001638,C02164,P00472,2025-06-17,3,4268.91,KO,Rabat,CARD,L39,2025-10-08
CMD001639,C04558,P00386,2025-03-18,3,1400.53,OK,CAS,CASH,L26,2025-08-19
CMD001640,C00044,P00432,22/09/2024,5,1524.28,DONE,CAS,CARD,,2025-07-29
CMD001641,C00894,P00023,2025-10-30,4,3215.24,DONE,CAS,CASH,L28,2025-06-28
CMD001642,C08328,P00406,2026-04-11,2,810.19,DONE,Rabat,CASH,,2026-04-23
CMD001643,C05092,P00396,2025-07-17,1,1573.58,DONE,Tnja,CARD,L5,2026-04-11
CMD001644,C00968,P00434,15/10/2025,2,3032.87,DONE,tanger,CASH,L12,2025-10-20
CMD001645,C01268,P00571,Oct 29 2025,2,3158.94,KO,CAS,CARD,L10,2025-07-24
CMD001646,C06749,P00725,04/03/2025,5,1683.25,KO,Rabat,CARD,L36,2025-09-01
CMD001647,C09662,P00741,2026-04-02,4,3334.84,KO,tanger,CASH,L40,2026-02-16
CMD001648,C07268,P00018,2025-01-01,3,4498.89,KO,TNG,CASH,L35,2025-10-27
CMD001649,C03468,P00168,Mar 16 2025,4,2117.64,KO,Rabat,CASH,L5,2026-03-24
CMD001650,C06419,P00136,2025-07-11,5,1611.8,OK,TNG,CASH,L46,2025-07-23
CMD001651,C06695,P00185,15/04/2026,3,2977.49,DONE,Tnja,CASH,L50,2025-11-24
CMD001652,C03934,P00693,23/11/2024,3,3691.17,OK,Tnja,CASH,L6,2025-11-13
CMD001653,C01920,P00257,2024-07-08,3,1350.63,OK,Tnja,CASH,L10,2025-11-08
CMD001654,C02079,P00036,Apr 17 2026,4,3060.34,KO,tanger,CASH,L45,2026-04-27
CMD001655,C02243,P00735,2024-09-09,3,3142.95,DONE,TNG,CARD,L10,2025-05-18
CMD001656,C01217,P00281,2024-09-15,2,2154.61,DONE,CAS,CARD,L15,2026-02-25
CMD001657,C02157,P00319,2024-12-20,4,3251.21,OK,TNG,CASH,L30,2025-09-03
CMD001658,C01724,P00468,2025-07-17,2,3762.75,OK,tanger,CARD,L21,2025-07-03
CMD001659,C01980,P00492,2024-10-11,5,880.48,OK,tanger,CARD,L11,2025-07-11
CMD001660,C01919,P00094,Sep 16 2025,5,4962.44,DONE,Rabat,CARD,L34,2025-07-05
CMD001661,C01482,P00376,2026-04-10,3,4863.07,KO,TNG,CARD,L26,2025-08-06
CMD001662,C05308,P00384,15/02/2025,4,0.0,DONE,CAS,CASH,L27,2025-12-04
CMD001663,C07992,P00839,Dec 11 2024,3,4971.19,KO,Rabat,CASH,L5,2026-01-02
CMD001664,C03304,P00937,2026-03-14,4,4070.97,DONE,CAS,CASH,L19,2026-05-08
CMD001665,C02316,P00703,14/07/2025,1,4753.13,KO,tanger,CARD,L19,2025-06-09
CMD001666,C09285,P00858,2026-02-04,5,1103.57,OK,Tnja,CARD,L6,2025-12-22
CMD001667,C09982,P00118,10/05/2026,1,1205.92,KO,tanger,CARD,L11,2025-06-10
CMD001668,C09789,P00214,2026-04-08,1,1361.15,OK,Tnja,CARD,L46,2025-12-31
CMD001669,C00714,P00352,Jun 17 2024,1,3730.59,KO,TNG,CARD,L32,2026-03-15
CMD001670,C05033,P00271,03/03/2025,5,3339.08,KO,Tnja,CASH,L49,2025-05-24
CMD001671,C05757,P00351,2024-08-28,2,3279.12,OK,CAS,CASH,L16,2025-09-26
CMD001672,C08396,P00577,Mar 26 2026,4,2526.98,OK,Tnja,CASH,L6,2026-02-08
CMD001673,C05765,P00028,Aug 04 2024,2,1643.98,KO,CAS,CASH,L43,2025-09-29
CMD001674,C09767,P00060,03/08/2025,4,652.74,KO,TNG,CASH,L7,2025-06-12
CMD001675,C09878,P00738,18/12/2025,2,3143.79,DONE,Rabat,CASH,L25,2025-11-24
CMD001676,C09865,P00286,2025-05-20,5,4814.12,KO,Rabat,CASH,L42,2025-05-28
CMD001677,C00182,P00643,31/08/2025,4,1359.62,KO,tanger,CASH,L3,2025-08-25
CMD001678,C02418,P00699,01/07/2025,2,860.65,OK,Rabat,CASH,L24,2026-05-02
CMD001679,C00608,P00341,16/07/2024,3,2534.33,DONE,TNG,CARD,,2025-11-11
CMD001680,C02484,P00047,28/05/2024,5,3186.18,KO,Rabat,CARD,L50,2025-06-02
CMD001681,C08958,P00935,2025-05-24,4,3665.5,DONE,CAS,CASH,L1,2025-11-07
CMD001682,C00645,P00401,Sep 29 2024,5,0.0,DONE,CAS,CASH,L22,2026-02-07
CMD001683,C09602,P00779,2025-06-26,4,1619.4,OK,CAS,CARD,L41,2026-02-23
CMD001684,C05865,P00008,10/05/2026,1,4260.41,OK,TNG,CASH,L20,2025-06-13
CMD001685,C01148,P00361,Sep 03 2025,5,532.73,OK,tanger,CARD,L14,2025-08-15
CMD001686,C03013,P00338,Nov 11 2024,5,4470.23,KO,CAS,CASH,L5,2025-10-16
CMD001687,C07393,P00399,2025-08-26,5,4427.86,OK,tanger,CASH,L23,2026-01-07
CMD001688,C03789,P00660,2026-05-06,1,1983.57,KO,TNG,CARD,L27,2026-01-03
CMD001689,C09383,P00955,2024-08-05,4,3823.15,DONE,tanger,CARD,L44,2026-05-02
CMD001690,C09176,P00588,Apr 07 2026,5,4613.82,DONE,tanger,CARD,L12,2025-07-11
CMD001691,C03835,P00319,17/09/2024,3,1874.09,DONE,TNG,CARD,L41,2025-05-31
CMD001692,C09572,P00782,30/09/2024,2,3817.49,DONE,TNG,CASH,L4,2025-08-23
CMD001693,C00649,P00720,2025-02-14,5,764.53,KO,TNG,CARD,L5,2026-03-01
CMD001694,C04984,P00293,20/07/2025,3,2361.53,OK,Tnja,CASH,L49,2025-05-13
CMD001695,C08555,P00571,27/08/2024,1,1762.73,KO,Tnja,CARD,L15,2025-11-18
CMD001696,C06443,P00161,May 02 2025,-4,1858.71,KO,Rabat,CASH,L44,2026-02-27
CMD001697,C09753,P00822,2024-10-31,3,2900.62,KO,CAS,CASH,L11,2025-06-11
CMD001698,C08251,P00614,2025-11-22,2,2480.98,OK,CAS,CASH,L4,2026-03-25
CMD001699,C04635,P00734,31/05/2025,2,2468.35,DONE,tanger,CASH,L18,2025-12-14
CMD001700,C04655,P00296,2025-01-16,1,2914.8,OK,Rabat,CASH,,2025-11-20
CMD001701,C07594,P00203,2025-03-07,3,2338.89,OK,TNG,CASH,L2,2025-09-12
CMD001702,C05987,P00655,2025-09-15,2,1796.24,OK,TNG,CARD,L1,2025-11-13
CMD001703,C08898,P00751,Dec 18 2025,3,4202.09,KO,tanger,CARD,L40,2025-10-17
CMD001704,C05235,P00072,May 26 2025,4,2727.17,OK,TNG,CASH,L19,2026-02-08
CMD001705,C02732,P00894,Aug 09 2024,1,3853.66,OK,CAS,CASH,L44,2025-07-02
CMD001706,C08359,P00729,Dec 04 2024,5,2244.51,KO,Rabat,CARD,,2025-06-23
CMD001707,C05283,P00833,2024-07-29,-1,4963.93,OK,tanger,CARD,L22,2025-10-12
CMD001708,C09832,P00950,2026-02-17,3,3260.4,OK,TNG,CASH,L2,2026-01-25
CMD001709,C00311,P00429,2025-02-28,-4,4865.64,KO,tanger,CARD,L25,2025-07-24
CMD001710,C09133,P00252,May 12 2026,2,3966.12,OK,tanger,CASH,L21,2025-12-17
CMD001711,C08780,P00459,2024-09-30,2,519.29,OK,tanger,CARD,L44,2025-09-15
CMD001712,C06740,P00084,09/04/2026,3,445.55,OK,CAS,CASH,L2,2026-03-29
CMD001713,C00727,P00819,2025-10-01,5,1683.76,OK,CAS,CARD,L16,2025-12-06
CMD001714,C05773,P00284,2024-07-04,1,596.01,KO,Rabat,CARD,L2,2025-11-29
CMD001715,C05478,P00512,Dec 18 2024,3,3713.47,DONE,CAS,CASH,L23,2025-09-17
CMD001716,C03597,P00807,08/05/2026,5,3218.29,OK,TNG,CASH,L50,2026-04-24
CMD001717,C04629,P00344,2026-02-14,1,3949.98,OK,Rabat,CASH,L37,2025-12-18
CMD001718,C03660,P00148,2026-03-05,4,4342.48,KO,CAS,CASH,L14,2025-07-16
CMD001719,C00705,P00688,Dec 03 2024,5,136.51,OK,Tnja,CARD,,2025-07-01
CMD001720,C02826,P00623,09/12/2025,5,2975.09,KO,TNG,CARD,L40,2025-08-05
CMD001721,C01183,P00364,2025-12-27,4,1528.89,KO,Tnja,CASH,L17,2026-03-06
CMD001722,C05844,P00776,07/07/2024,1,4625.75,KO,Tnja,CARD,L37,2026-04-20
CMD001723,C08140,P00538,Feb 05 2026,3,340.55,DONE,TNG,CASH,L42,2025-11-08
CMD001724,C08652,P00889,2024-11-17,4,4646.32,KO,tanger,CASH,L40,2025-12-02
CMD001725,C00529,P00935,2024-07-15,-1,547.72,OK,tanger,CARD,L30,2025-06-13
CMD001726,C02577,P00640,2026-04-14,2,4410.7,KO,Tnja,CARD,L23,2025-12-19
CMD001727,C08390,P00591,Nov 17 2024,4,1602.15,OK,Tnja,CARD,L40,2026-02-11
CMD001728,C05036,P00136,2025-05-21,3,3435.81,KO,Rabat,CASH,L19,2025-10-01
CMD001729,C07684,P00761,02/02/2025,1,3926.92,OK,CAS,CASH,,2025-11-07
CMD001730,C04721,P00136,May 13 2025,2,742.15,DONE,tanger,CARD,L32,2025-09-28
CMD001731,C07920,P00072,2024-05-13,3,0.0,DONE,Rabat,CARD,L1,2026-03-24
CMD001732,C03412,P00223,Feb 18 2025,3,1419.79,OK,tanger,CASH,L25,2025-12-12
CMD001733,C07383,P00206,2025-01-21,3,826.46,OK,tanger,CARD,L49,2026-03-22
CMD001734,C07003,P00367,2025-07-05,4,4673.05,DONE,TNG,CARD,L2,2025-08-04
CMD001735,C03525,P00536,2024-11-30,1,1025.7,KO,Rabat,CARD,L14,2026-03-13
CMD001736,C05450,P00858,Mar 04 2026,3,2516.08,DONE,CAS,CASH,L11,2025-10-02
CMD001737,C02669,P00519,02/05/2025,5,4065.55,DONE,tanger,CASH,L37,2026-02-08
CMD001738,C07986,P00474,2025-07-17,1,4232.57,DONE,tanger,CARD,L26,2025-11-07
CMD001739,C01314,P00728,2025-11-23,5,2044.08,KO,CAS,CARD,L17,2025-09-25
CMD001740,C07885,P00913,2024-05-23,4,1501.24,KO,Rabat,CASH,L35,2025-12-02
CMD001741,C00231,P00802,11/04/2026,2,3963.33,OK,TNG,CARD,L18,2025-09-13
CMD001742,C07326,P00110,2025-09-18,2,2013.59,DONE,Tnja,CASH,L3,2025-09-12
CMD001743,C04297,P00364,12/12/2025,3,1624.33,KO,Tnja,CARD,L14,2026-03-02
CMD001744,C06918,P00326,27/11/2025,2,1265.4,OK,TNG,CARD,L37,2025-12-06
CMD001745,C00548,P00613,2025-12-26,2,259.45,KO,tanger,CASH,L44,2025-12-29
CMD001746,C07210,P00737,2025-05-01,1,1003.99,KO,tanger,CARD,L50,2026-01-08
CMD001747,C07765,P00709,25/05/2025,1,4673.38,KO,TNG,CASH,L36,2025-10-20
CMD001748,C07906,P00359,Nov 18 2025,1,3806.83,KO,tanger,CASH,L2,2025-10-31
CMD001749,C03749,P00971,2025-11-06,5,4150.78,KO,TNG,CARD,L18,2025-12-14
CMD001750,C09068,P00895,2025-02-26,1,1028.76,KO,TNG,CARD,L11,2025-10-16
CMD001751,C01077,P00499,2025-10-22,4,708.84,DONE,Tnja,CARD,L10,2026-03-21
CMD001752,C03678,P00634,2024-06-15,2,344.96,OK,CAS,CASH,,2025-08-15
CMD001753,C04746,P00728,Apr 01 2026,1,2500.54,KO,Rabat,CARD,L20,2025-05-21
CMD001754,C00761,P00511,2024-06-14,1,0.0,OK,Rabat,CARD,L4,2025-06-04
CMD001755,C08428,P00967,2026-03-26,2,2172.41,OK,tanger,CARD,L38,2025-11-22
CMD001756,C06593,P00393,2024-11-04,4,3762.32,OK,CAS,CARD,L36,2025-07-07
CMD001757,C05112,P00272,2025-05-09,5,1506.14,DONE,TNG,CARD,L18,2026-01-08
CMD001758,C06928,P00572,2025-03-05,5,4275.64,DONE,Tnja,CARD,L27,2026-03-15
CMD001759,C03889,P00971,Dec 05 2024,4,4820.18,OK,Tnja,CARD,L18,2025-08-17
CMD001760,C01451,P00080,26/05/2024,4,4962.87,OK,CAS,CASH,L34,2025-11-27
CMD001761,C05585,P00426,2025-05-21,4,1696.53,DONE,Rabat,CARD,L5,2025-06-08
CMD001762,C09086,P00187,18/06/2025,3,1945.16,KO,TNG,CARD,L20,2025-05-24
CMD001763,C07774,P00011,09/05/2025,3,2699.51,OK,Tnja,CASH,L14,2026-01-03
CMD001764,C08302,P00188,2026-04-25,2,4728.49,OK,tanger,CARD,,2025-10-17
CMD001765,C05105,P00478,2025-01-31,5,859.29,OK,TNG,CASH,L25,2025-12-13
CMD001766,C00542,P00025,2025-02-05,4,1281.45,KO,tanger,CASH,L44,2026-01-26
CMD001767,C07693,P00796,Jan 27 2026,5,4677.91,KO,Rabat,CASH,L46,2025-09-02
CMD001768,C04158,P00697,09/11/2025,3,1663.27,KO,Rabat,CARD,L36,2025-12-25
CMD001769,C01159,P00402,25/03/2026,5,405.45,DONE,Rabat,CASH,L21,2025-09-15
CMD001770,C05092,P00483,May 24 2024,5,3520.61,DONE,Tnja,CASH,L1,2025-12-06
CMD001771,C06445,P00383,20/06/2025,3,1670.07,DONE,Rabat,CASH,L22,2025-10-17
CMD001772,C04441,P00604,2024-07-29,4,3592.8,DONE,Tnja,CASH,L18,2026-03-04
CMD001773,C00397,P00635,2024-07-30,2,4699.74,OK,CAS,CARD,L5,2025-10-22
CMD001774,C04203,P00053,24/09/2025,1,3449.83,DONE,CAS,CASH,L16,2025-08-24
CMD001775,C05955,P00165,2026-02-08,5,3764.19,OK,CAS,CARD,L42,2025-08-04
CMD001776,C09900,P00333,04/08/2024,1,2634.84,KO,Rabat,CARD,L47,2025-05-28
CMD001777,C05098,P00805,Mar 14 2026,2,4050.76,KO,TNG,CASH,L7,2026-03-01
CMD001778,C06883,P00929,2025-01-20,5,1336.68,DONE,tanger,CASH,L2,2025-10-21
CMD001779,C03221,P00478,2024-08-21,1,1715.44,OK,tanger,CASH,L39,2025-11-21
CMD001780,C03548,P00417,2024-05-25,4,4604.44,KO,CAS,CASH,L46,2025-10-05
CMD001781,C09547,P00170,Sep 24 2024,3,982.77,KO,CAS,CASH,L21,2025-12-27
CMD001782,C00954,P00519,2025-07-07,-3,4018.18,DONE,TNG,CASH,L22,2026-04-17
CMD001783,C00973,P00649,2026-03-25,1,2948.14,KO,CAS,CARD,L18,2026-04-11
CMD001784,C09446,P00236,23/11/2025,5,1634.07,OK,Tnja,CARD,L20,2026-05-02
CMD001785,C06912,P00281,Mar 04 2025,2,172.49,KO,Tnja,CASH,,2025-11-19
CMD001786,C02180,P00702,2026-02-21,3,3119.77,DONE,CAS,CARD,L14,2026-01-23
CMD001787,C04711,P00841,03/02/2025,1,848.93,OK,CAS,CASH,L22,2026-01-01
CMD001788,C03737,P00962,17/04/2026,5,2612.05,DONE,tanger,CARD,L7,2026-03-04
CMD001789,C02089,P00495,20/01/2025,3,3932.51,KO,CAS,CASH,L14,2026-04-20
CMD001790,C02437,P00346,May 02 2026,1,2346.84,OK,TNG,CARD,L34,2026-02-15
CMD001791,C00849,P00652,08/12/2025,3,980.0,KO,TNG,CASH,L1,2025-09-15
CMD001792,C09921,P00731,2025-07-14,2,2018.54,OK,Rabat,CARD,,2026-04-10
CMD001793,C00107,P00410,2024-12-19,3,3825.94,OK,CAS,CARD,L14,2025-07-02
CMD001794,C07052,P00347,Nov 11 2024,4,654.36,KO,Rabat,CARD,L36,2026-03-20
CMD001795,C01623,P00498,09/12/2025,2,773.1,OK,TNG,CASH,L45,2026-02-12
CMD001796,C06686,P00500,2026-04-06,3,416.12,KO,tanger,CASH,L19,2026-01-16
CMD001797,C01147,P00119,07/10/2024,3,2788.93,DONE,Tnja,CARD,L15,2026-03-19
CMD001798,C06080,P00826,Nov 28 2024,4,4910.73,OK,TNG,CASH,,2025-11-30
CMD001799,C08318,P00174,Sep 03 2024,3,2315.74,OK,TNG,CASH,L8,2026-05-10
CMD001800,C09019,P00067,Dec 14 2024,5,4741.98,DONE,CAS,CARD,L6,2025-11-27
CMD001801,C02548,P00682,24/02/2026,2,1306.24,OK,Tnja,CARD,,2025-05-12
CMD001802,C08122,P00313,24/06/2024,2,4063.08,KO,Rabat,CARD,L9,2025-09-06
CMD001803,C03418,P00719,Dec 16 2025,3,449.39,KO,Rabat,CARD,L39,2026-04-29
CMD001804,C01640,P00468,2025-08-04,1,2580.46,DONE,CAS,CARD,L15,2026-03-10
CMD001805,C09746,P00600,2026-02-04,4,2898.19,DONE,Tnja,CARD,L9,2026-02-06
CMD001806,C01576,P00121,14/06/2024,3,402.83,KO,CAS,CASH,L35,2025-09-01
CMD001807,C08578,P00440,2025-04-15,5,1213.0,OK,Tnja,CASH,L21,2026-04-22
CMD001808,C01830,P00045,2024-11-20,2,3075.42,KO,tanger,CARD,L36,2025-12-10
CMD001809,C01157,P00421,2025-12-10,1,0.0,KO,tanger,CARD,,2026-02-02
CMD001810,C00332,P00447,2024-10-26,4,641.71,DONE,tanger,CARD,L33,2026-04-12
CMD001811,C01837,P00173,May 23 2024,5,3081.74,OK,CAS,CASH,L17,2026-03-10
CMD001812,C06874,P00749,Jun 10 2025,3,438.93,KO,tanger,CARD,L2,2025-10-30
CMD001813,C01420,P00075,2024-05-12,4,4556.95,DONE,TNG,CARD,L22,2025-06-05
CMD001814,C03806,P00619,23/09/2024,2,4233.04,OK,Rabat,CASH,L14,2025-08-17
CMD001815,C02739,P00791,2024-07-19,4,4466.65,KO,TNG,CARD,L7,2026-01-22
CMD001816,C02726,P00454,2026-04-01,2,2160.99,DONE,CAS,CASH,,2025-08-30
CMD001817,C00661,P00012,Mar 23 2026,3,1245.41,DONE,TNG,CARD,L43,2025-06-17
CMD001818,C06254,P00685,20/10/2024,4,4520.29,KO,CAS,CARD,L32,2025-10-02
CMD001819,C09471,P00115,09/05/2026,4,1635.69,OK,TNG,CARD,L22,2025-12-08
CMD001820,C06030,P00631,Apr 04 2025,3,121.62,OK,TNG,CASH,L1,2025-12-26
CMD001821,C05068,P00206,06/07/2025,5,4807.62,KO,Tnja,CARD,L28,2025-12-22
CMD001822,C06986,P00584,01/07/2024,5,4340.24,KO,Rabat,CASH,L19,2025-12-08
CMD001823,C06685,P00871,Nov 09 2025,4,4207.74,KO,tanger,CARD,L32,2026-04-10
CMD001824,C08247,P00207,Jul 20 2024,2,161.97,KO,Rabat,CASH,L18,2025-08-26
CMD001825,C08438,P00145,2025-03-29,1,4222.08,DONE,tanger,CASH,L38,2026-02-14
CMD001826,C07100,P00543,Jan 17 2025,-1,117.99,DONE,CAS,CARD,L15,2025-12-08
CMD001827,C02201,P00997,2025-03-09,3,3085.32,DONE,TNG,CASH,L38,2026-01-10
CMD001828,C07973,P00597,2024-07-08,5,3505.9,KO,Rabat,CASH,L33,2025-07-28
CMD001829,C02051,P00131,2025-08-18,4,1019.83,DONE,TNG,CASH,L50,2026-05-04
CMD001830,C01126,P00320,2025-07-27,3,2342.65,KO,Tnja,CASH,L3,2025-10-30
CMD001831,C04278,P00380,19/11/2025,3,2351.32,KO,TNG,CARD,L45,2026-03-28
CMD001832,C03649,P00172,2024-11-22,1,0.0,DONE,CAS,CASH,L34,2025-06-25
CMD001833,C02456,P00678,2024-07-16,1,3648.08,OK,Tnja,CASH,L7,2026-04-14
CMD001834,C03018,P00248,2025-10-21,3,877.98,DONE,TNG,CARD,L6,2025-10-10
CMD001835,C08529,P00798,2025-09-29,2,4798.9,OK,TNG,CASH,L40,2025-10-02
CMD001836,C00616,P00736,2025-12-01,2,1120.55,KO,tanger,CARD,L26,2025-10-27
CMD001837,C03440,P00677,2025-10-05,4,0.0,DONE,Rabat,CARD,L31,2025-10-27
CMD001838,C00795,P00637,Mar 16 2025,4,1108.93,OK,tanger,CASH,L3,2025-12-23
CMD001839,C03172,P00998,27/07/2024,2,0.0,OK,CAS,CARD,L48,2026-04-11
CMD001840,C05905,P00889,Nov 04 2024,3,2700.71,DONE,CAS,CARD,L49,2026-05-08
CMD001841,C06574,P00968,2026-03-09,1,398.11,KO,Tnja,CASH,L20,2026-04-18
CMD001842,C06693,P00090,30/12/2025,1,3820.8,DONE,Rabat,CASH,L20,2025-08-23
CMD001843,C03636,P00378,2025-03-12,2,1054.12,KO,Tnja,CARD,L29,2026-03-01
CMD001844,C04814,P00870,14/08/2024,3,177.58,OK,tanger,CASH,L24,2025-06-15
CMD001845,C01417,P00043,2025-04-14,5,2372.69,KO,tanger,CASH,L6,2026-03-03
CMD001846,C02613,P00255,2025-10-30,1,894.85,KO,Tnja,CASH,L32,2025-10-15
CMD001847,C00616,P00809,Apr 27 2025,2,3538.39,OK,CAS,CARD,L7,2026-03-11
CMD001848,C09564,P00929,Feb 24 2026,4,2590.57,KO,TNG,CASH,L15,2025-05-31
CMD001849,C03568,P00585,2025-03-05,2,4739.81,KO,tanger,CARD,L30,2025-05-21
CMD001850,C00505,P00759,2025-06-26,-1,4763.82,KO,tanger,CASH,L34,2026-01-20
CMD001851,C08728,P00370,2025-03-29,3,4311.74,DONE,tanger,CARD,L13,2026-04-06
CMD001852,C04459,P00154,Oct 10 2025,5,1219.29,DONE,Tnja,CARD,,2025-05-21
CMD001853,C00865,P00744,14/10/2024,2,3444.86,KO,Tnja,CARD,L41,2025-06-06
CMD001854,C04392,P00412,2025-01-07,5,4534.96,DONE,Rabat,CARD,L39,2025-09-12
CMD001855,C09216,P00591,2026-03-29,5,3861.94,KO,Rabat,CASH,L46,2025-07-21
CMD001856,C07308,P00412,2024-06-30,5,365.42,KO,TNG,CARD,L20,2025-12-07
CMD001857,C03141,P00158,28/05/2025,5,2746.61,KO,Tnja,CASH,L25,2025-08-03
CMD001858,C07191,P00160,2025-03-03,5,3276.62,DONE,CAS,CASH,L28,2025-09-06
CMD001859,C06591,P00234,May 16 2024,4,925.08,OK,CAS,CARD,L8,2025-07-14
CMD001860,C03422,P00319,Oct 13 2024,1,3356.98,OK,CAS,CARD,,2025-10-02
CMD001861,C03548,P00532,2025-03-31,2,2439.01,KO,Tnja,CASH,L2,2025-10-16
CMD001862,C06623,P00738,11/04/2025,2,2763.78,KO,CAS,CARD,L45,2025-05-30
CMD001863,C06351,P00618,Jul 29 2025,1,472.15,KO,tanger,CARD,L21,2026-04-22
CMD001864,C05680,P00770,22/05/2024,2,2408.24,OK,Rabat,CASH,L5,2025-06-01
CMD001865,C02962,P00281,2024-10-31,3,4343.59,OK,Rabat,CARD,L42,2025-09-30
CMD001866,C03972,P00867,2026-02-09,5,4451.8,OK,Tnja,CASH,L18,2025-05-27
CMD001867,C02487,P00490,2025-01-17,2,4746.05,KO,tanger,CASH,L12,2025-05-22
CMD001868,C04226,P00961,2025-04-01,4,2552.5,OK,Rabat,CARD,L48,2025-08-11
CMD001869,C01843,P00529,06/03/2026,5,2178.95,DONE,tanger,CARD,L16,2025-07-16
CMD001870,C06154,P00204,May 02 2026,4,241.82,KO,tanger,CARD,L48,2025-07-18
CMD001871,C07527,P00370,16/10/2024,5,3144.12,OK,TNG,CARD,L45,2026-04-15
CMD001872,C03997,P00931,28/08/2025,1,4721.94,OK,TNG,CARD,L48,2025-05-20
CMD001873,C09434,P00768,02/09/2025,2,0.0,DONE,Tnja,CARD,L47,2025-09-30
CMD001874,C02884,P00484,May 27 2024,3,2545.12,DONE,tanger,CARD,L49,2025-07-14
CMD001875,C06174,P00527,2025-09-05,4,3980.43,DONE,TNG,CARD,L33,2025-06-15
CMD001876,C01690,P00540,2024-11-12,2,4419.32,DONE,TNG,CARD,,2025-05-28
CMD001877,C05250,P00344,2025-02-02,-4,3524.07,KO,Tnja,CARD,L7,2026-01-08
CMD001878,C06849,P00077,2024-10-28,3,1181.13,KO,Tnja,CASH,L8,2025-07-17
CMD001879,C01053,P00273,24/10/2024,5,4023.33,DONE,tanger,CASH,L7,2025-06-14
CMD001880,C02796,P00684,2026-03-19,3,1583.38,DONE,tanger,CARD,L21,2025-09-03
CMD001881,C06503,P00717,2026-05-11,1,2686.15,OK,Tnja,CARD,L32,2025-12-30
CMD001882,C09039,P00162,2026-03-06,3,1850.49,KO,CAS,CARD,L45,2025-12-16
CMD001883,C02441,P00049,2025-07-20,5,1849.54,KO,tanger,CASH,L25,2025-08-23
CMD001884,C07794,P00469,15/08/2025,2,1578.59,KO,CAS,CASH,L4,2025-05-21
CMD001885,C05919,P00679,26/01/2026,4,2253.68,KO,Rabat,CARD,L7,2026-01-12
CMD001886,C06558,P00168,2024-08-26,4,2278.48,KO,TNG,CARD,L39,2025-07-05
CMD001887,C01333,P00549,2025-09-26,5,4325.46,KO,Rabat,CASH,L48,2025-06-29
CMD001888,C02148,P00489,2024-11-14,3,1323.71,KO,tanger,CASH,L50,2025-09-04
CMD001889,C08590,P00585,2026-03-29,2,2411.77,KO,CAS,CARD,L36,2025-11-28
CMD001890,C03476,P00280,2024-07-19,1,1374.7,OK,tanger,CASH,L27,2025-06-01
CMD001891,C00802,P00384,13/11/2025,4,3269.25,DONE,CAS,CARD,L47,2025-11-26
CMD001892,C00264,P00229,2025-09-23,3,126.41,KO,Tnja,CASH,L48,2025-06-09
CMD001893,C07304,P00684,2025-10-04,4,1460.35,OK,TNG,CASH,L48,2025-12-02
CMD001894,C08497,P00366,21/03/2026,4,1872.01,KO,Tnja,CASH,L23,2026-05-10
CMD001895,C05123,P00290,14/07/2024,5,3308.37,KO,tanger,CARD,L17,2025-06-19
CMD001896,C09258,P00634,Nov 03 2025,5,1485.38,KO,tanger,CARD,L43,2025-10-17
CMD001897,C08776,P00233,Dec 22 2025,-5,1492.46,KO,tanger,CASH,,2026-01-14
CMD001898,C04347,P00776,2025-09-24,4,219.97,KO,TNG,CASH,,2026-02-17
CMD001899,C02520,P00758,2025-01-15,2,1862.25,OK,TNG,CASH,L4,2025-09-28
CMD001900,C08850,P00503,Apr 27 2026,5,3798.01,DONE,Tnja,CASH,L20,2025-10-29
CMD001901,C06940,P00647,24/12/2025,2,187.29,DONE,CAS,CARD,L49,2026-05-06
CMD001902,C00482,P00392,Mar 20 2026,5,3333.54,OK,Tnja,CARD,L43,2025-08-02
CMD001903,C07036,P00356,2025-09-26,5,4880.87,KO,TNG,CASH,,2026-04-05
CMD001904,C02851,P00976,22/11/2024,5,2666.63,KO,tanger,CARD,L8,2025-09-20
CMD001905,C02480,P00194,2025-06-01,1,3602.49,DONE,tanger,CARD,L7,2025-10-13
CMD001906,C03272,P00859,2026-03-27,4,3796.71,DONE,Tnja,CASH,L16,2025-12-05
CMD001907,C09082,P00800,2025-06-04,4,1458.0,KO,Tnja,CARD,L1,2026-04-20
CMD001908,C06392,P00956,2024-06-08,2,4611.25,KO,TNG,CARD,,2025-07-15
CMD001909,C04255,P00205,Apr 17 2026,5,3996.0,OK,CAS,CARD,L6,2025-09-28
CMD001910,C08328,P00336,2024-09-12,2,687.69,OK,tanger,CASH,L37,2026-02-06
CMD001911,C09548,P00696,2024-12-20,1,374.69,OK,tanger,CASH,L2,2025-05-16
CMD001912,C03480,P00615,Feb 25 2026,3,2828.5,OK,CAS,CASH,L31,2025-09-10
